,positive1,positive2,positive3,control1,control2,control3
URIAAL_R08081,5.924129206,6.222506455,5.932591885,7.444783849,5.392096277,4.363545172
URIAAL_R14774,5.403613926,5.897535232,5.816821732,7.092796206,4.965656574,4.768462915
URIAAL_R08082,5.624597821,5.276213501,5.411947784,7.3811374,5.305661948,5.165669828
URIAAL_R08103,10.05182116,10.00779286,10.32643226,11.38103836,10.0490292,9.593754627
URIAAL_R00705,12.37391182,11.08866394,11.6763313,13.05079517,8.69012071,9.106699172
URIAAL_R00703,5.846575098,5.472555868,5.959782316,7.884181311,7.157794493,5.84459454
URIAAL_R15209,5.463885147,4.86921915,5.365066786,4.824231677,4.363545172,4.934336631
URIAAL_R00693,9.073754262,8.092627571,9.368676808,8.593174204,8.245677837,9.171517066
URIAAL_R08091,10.50017052,10.82029741,10.6914999,10.6834242,10.45459024,11.54382501
URIAAL_R00692,5.192272678,5.472555868,4.818598514,5.01234472,5.349969239,5.86785707
URIAAL_R00688,4.363545172,4.777125374,4.363545172,4.363545172,4.363545172,4.768462915
URIAAL_R08090,4.363545172,4.777125374,4.363545172,4.363545172,4.965656574,5.000689288
URIAAL_R00691,9.792525218,10.57169933,10.52150128,9.835958523,9.989586609,9.744206407
URIAAL_R08089,11.83990905,12.41024625,12.47422519,11.57471263,12.28760245,12.18623791
URIAAL_R08088,8.409918959,9.269275188,8.50866837,8.747186484,9.260820459,9.07206622
URIAAL_R00687,9.616267051,10.07542811,9.620492834,9.788374483,9.745350661,9.529837182
URIAAL_R08087,5.672876026,5.436618703,5.785897557,4.926588771,4.666235093,5.484200565
URIAAL_R00690,4.363545172,4.363545172,4.363545172,4.363545172,4.790835485,4.363545172
URIAAL_R00675,4.363545172,5.399204779,4.363545172,4.363545172,4.363545172,4.768462915
URIAAL_R00689,4.363545172,4.363545172,4.363545172,5.087435481,4.363545172,4.363545172
URIAAL_R07102,4.363545172,4.363545172,5.004475073,4.363545172,4.965656574,4.650333526
URIAAL_R01203,5.719008711,5.747465492,5.816821732,5.593011071,5.674164526,5.820836068
URIAAL_R15341,4.363545172,5.130859041,4.818598514,4.363545172,4.885923333,4.650333526
URIAAL_R01199,7.396688335,6.668630689,8.830723123,7.274873843,8.477693828,7.518179476
URIAAL_R01200,10.43471528,10.01731267,9.206501578,9.262493092,9.976616695,9.771421548
URIAAL_R07103,9.212818441,9.809731186,10.0010631,9.045272637,10.83755196,9.934392399
URIAAL_R01201,4.891955851,5.360144269,4.363545172,6.517023044,5.305661948,5.820836068
URIAAL_R01202,5.624597821,5.436618703,5.539660706,5.893492605,5.47080836,4.768462915
URIAAL_R09673,4.891955851,4.777125374,5.456495784,5.802321118,5.762412828,5.548683995
URIAAL_R09674,6.097918978,6.167892161,5.145389309,6.602008157,5.035531377,5.37823485
URIAAL_R06764,9.37649268,9.159545474,8.901094671,10.25511411,9.016345842,8.847244409
URIAAL_R09687,8.911434927,9.124705532,8.6455296,8.93083691,9.10492451,8.664463084
URIAAL_R06765,11.2884291,10.92323576,10.57912431,11.65124826,11.26884322,10.81811731
URIAAL_R09676,9.509684334,9.670332757,9.193823551,10.37728016,9.852897074,8.9462223
URIAAL_R06774,7.372204821,6.577406075,6.245127382,7.539309963,6.101166047,6.937720986
URIAAL_R06773,4.891955851,6.730155045,6.595053781,6.499342705,5.733803569,6.336542105
URIAAL_R06775,5.624597821,5.5071585,5.078689628,7.352948957,4.666235093,5.60916277
URIAAL_R06766,4.363545172,4.777125374,4.363545172,5.833548159,5.098372679,4.768462915
URIAAL_R09688,6.990966758,6.991705308,7.434202277,8.365911212,7.358412033,6.813625977
URIAAL_R06771,10.33528689,10.51655803,9.749038442,10.49731543,10.38464917,9.123707936
URIAAL_R06770,9.397572785,8.37511182,8.814237284,9.042374957,7.637439865,8.221420089
URIAAL_R06785,9.45040292,10.09128923,9.441248727,10.85320094,10.37677401,9.432576181
URIAAL_R09689,12.22617688,12.45513853,12.25465383,13.10795442,13.29713329,12.23712335
URIAAL_R06784,7.038905383,7.068808479,7.066456035,7.837842065,8.362384421,7.700952161
URIAAL_R06783,5.520473026,5.747465492,6.761681047,5.66753605,6.509186468,6.03864687
URIAAL_R09668,6.990966758,8.492741094,7.296602734,8.651454903,7.090495214,7.096197213
URIAAL_R09667,11.47053955,9.809731186,11.70829121,11.23345528,10.25961258,11.16488493
URIAAL_R06782,4.363545172,4.777125374,5.262800844,6.106231894,5.392096277,4.934336631
URIAAL_R09677,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R09686,6.410382631,6.981755301,6.476901221,6.26572751,6.276912072,6.170169661
URIAAL_R09685,10.23519401,10.16165438,10.35287831,9.9653765,10.64282791,9.972410327
URIAAL_R06787,6.191225552,5.799792167,5.986348972,5.424478923,5.817460607,6.222458199
URIAAL_R09684,12.88071565,11.93710316,12.67685789,12.61380352,12.67754943,12.11184124
URIAAL_R09683,10.62916517,10.54973119,10.5515936,10.43137464,10.58590529,10.65314392
URIAAL_R09682,8.479531636,8.150295651,7.451568022,8.577224363,6.757479048,7.898032368
URIAAL_R06769,9.696196725,10.08338048,10.09806638,9.504766594,9.881013277,10.05334479
URIAAL_R09669,8.593767161,8.566117588,9.096364598,9.01307246,8.76156103,7.877998928
URIAAL_R06781,10.5167682,11.18786481,10.66421618,11.43994115,11.26030934,11.31339551
URIAAL_R06768,10.74639115,10.02086645,10.6614592,10.3645924,10.16560941,10.5215351
URIAAL_R06780,10.09667987,10.38763913,10.92166864,10.79679755,11.15087657,10.82267586
URIAAL_R14661,11.21913623,11.44439264,11.62678776,11.01692196,11.75988918,11.13482757
URIAAL_R09666,9.646762652,8.768929003,9.357354874,8.899144605,9.095347528,9.380482375
URIAAL_R09665,7.951307508,8.226483275,7.774091108,8.214081049,8.030475413,8.438023715
URIAAL_R09681,9.181898833,8.246944931,9.181032843,8.915078097,9.250073969,9.605902333
URIAAL_R06779,7.269740821,6.274814056,6.528851219,6.634522533,6.509186468,7.606426251
URIAAL_R06778,7.444407727,7.355602796,7.133111203,6.882932665,6.966869974,7.308050751
URIAAL_R09670,10.60090381,10.90476657,11.71140418,10.20681771,11.12408214,10.92069834
URIAAL_R09680,10.32903479,10.35797953,10.43589334,10.44677739,10.67207782,10.04779154
URIAAL_R09664,10.86131379,11.34539138,12.12358922,11.78145376,10.90753927,11.71295588
URIAAL_R09679,10.90819446,11.29688805,11.17719739,10.68713434,11.45609966,11.14214035
URIAAL_R06777,6.483722438,7.040399704,7.343990144,8.101225043,6.830933883,7.315587966
URIAAL_R06767,10.33060036,9.842236528,9.436953015,9.808960317,9.887957456,10.12259923
URIAAL_R09671,7.069959223,7.277216879,7.622023478,6.855977797,6.597236241,7.189803927
URIAAL_R09678,13.64058387,12.70780846,13.17832969,14.08451574,13.56445914,12.93394967
URIAAL_R06776,7.671383171,8.150295651,6.545717908,7.046229039,6.524279,7.745946563
URIAAL_R09663,6.85424087,8.092627571,6.266148849,7.264799689,6.221068499,7.374464401
URIAAL_R09662,7.999650533,8.966431998,7.425438103,8.696433156,8.35837618,8.504592896
URIAAL_R09661,7.975684228,8.856536753,7.674550516,8.45158584,7.676851071,7.975457524
URIAAL_R09675,7.758496338,7.141820253,6.611096347,8.254832433,7.841763443,7.518179476
URIAAL_R06772,5.520473026,5.436618703,4.685980511,6.602008157,4.666235093,6.382444222
URIAAL_R06786,11.30046003,10.22669458,11.6538541,11.65029839,11.77194624,11.96406463
URIAAL_R09672,6.305567801,6.69358209,5.816821732,6.499342705,6.121987233,6.897603361
URIAAL_R01135,5.520473026,6.110726274,5.687429516,5.737053834,5.432305026,4.768462915
URIAAL_R10078,6.597449591,6.357420852,5.816821732,6.328271974,5.432305026,6.483555247
URIAAL_R01134,5.924129206,5.276213501,6.947635824,7.081301236,5.869891152,5.548683995
URIAAL_R01136,8.67013005,7.780024259,7.551482178,7.371804235,7.569206407,7.600302902
URIAAL_R01137,7.767852855,7.507173423,7.960420205,7.126717216,7.1100606,7.966006688
URIAAL_R03019,13.13363573,12.57133647,12.27583602,13.66009645,12.96841595,12.73311989
URIAAL_R04122,10.48619168,8.921447242,9.562530705,9.820834312,9.576785499,10.760225
URIAAL_R04124,10.51125684,9.844912503,9.550653081,10.67504133,10.61381019,9.756516863
URIAAL_R04123,8.409918959,7.105797297,7.143914064,8.677863194,6.934137876,7.90794418
URIAAL_R04121,11.77010531,10.85454821,10.77379232,12.08647848,11.78129621,11.77978078
URIAAL_R00014,5.463885147,6.186367505,6.385394979,5.553567254,5.733803569,6.304990716
URIAAL_R00004,4.363545172,4.946467387,4.363545172,5.273670624,4.363545172,4.768462915
URIAAL_R00012,4.363545172,4.363545172,4.363545172,5.377081874,5.209098481,4.363545172
URIAAL_R14491,5.99675992,4.777125374,4.818598514,6.869522209,5.895214605,5.339906261
URIAAL_R14493,6.129823332,5.773944293,5.846902511,6.568671742,5.817460607,6.077714856
URIAAL_R00003,7.524201126,7.586967397,7.196698577,8.177444584,7.670358392,7.862786271
URIAAL_R14494,5.573906482,6.464745811,6.658087901,7.092796206,6.652824795,5.956403081
URIAAL_R00013,4.363545172,4.656489436,4.363545172,4.926588771,4.363545172,4.363545172
URIAAL_R00005,6.741805977,5.799792167,6.844521831,7.740360592,7.841763443,6.497374745
URIAAL_R00011,9.473274946,11.38819667,8.760174085,10.63814176,10.78497163,8.90744514
URIAAL_R00006,6.332593726,7.355602796,5.456495784,7.081301236,6.757479048,6.986263456
URIAAL_R00007,4.891955851,4.363545172,4.818598514,4.824231677,4.965656574,4.768462915
URIAAL_R00008,4.363545172,4.86921915,5.078689628,5.377081874,4.885923333,4.858662109
URIAAL_R00009,4.363545172,4.946467387,5.206368921,5.630955528,4.363545172,5.000689288
URIAAL_R14495,9.456155069,9.642913194,9.388834619,10.75851924,10.33775438,9.623933972
URIAAL_R00001,9.542495231,9.875334318,9.607175428,9.462066157,9.447339717,10.14773534
URIAAL_R15548,4.363545172,4.363545172,4.363545172,4.363545172,4.965656574,4.363545172
URIAAL_R00010,6.741805977,6.845330262,6.56237004,7.897148132,6.977608652,6.096780227
URIAAL_R00002,8.355395047,7.668600987,8.329721395,8.846936919,8.183546274,8.738179956
URIAAL_R14492,7.599711051,7.3857656,7.767208498,8.420614573,8.055502444,7.837064025
URIAAL_R08434,8.253017233,7.227977439,7.434202277,6.896211938,7.708874705,7.618593796
URIAAL_R07106,4.891955851,5.360144269,5.365066786,5.630955528,5.733803569,4.934336631
URIAAL_R07104,8.747340565,9.879255457,7.774091108,8.375174809,8.962038022,7.778778428
URIAAL_R07105,6.872102395,6.536289275,6.642608577,6.222224296,6.625322581,7.800251317
URIAAL_R08435,9.314505423,9.532687197,8.760174085,8.486180715,10.06504708,9.098118785
URIAAL_R15113,4.363545172,4.777125374,5.721272924,4.363545172,4.363545172,4.650333526
URIAAL_R07086,9.504142446,8.906133975,8.787460015,10.90589033,9.286289351,8.981649881
URIAAL_R15332,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R04151,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R03021,7.62056273,8.158964441,7.398811881,7.761821177,8.409627905,7.524669523
URIAAL_R04150,9.933158709,10.05130435,8.773881843,9.27488536,9.372041246,8.875149777
URIAAL_R08368,8.198941541,7.919563957,8.218586037,7.666380344,7.030073796,8.021793038
URIAAL_R14540,9.941380775,10.23691553,10.00831593,9.774485392,9.456714748,10.60026445
URIAAL_R08365,9.084941934,7.599837859,7.905164569,7.740360592,8.28000544,8.205476226
URIAAL_R08366,7.983717904,8.492741094,8.784077487,8.561095164,8.628299462,8.96522558
URIAAL_R08361,5.00894176,5.130859041,4.363545172,5.950424909,5.098372679,5.37823485
URIAAL_R08362,5.338961133,5.572825096,5.846902511,4.363545172,4.885923333,5.548683995
URIAAL_R08364,4.891955851,5.230772573,4.818598514,4.363545172,5.305661948,5.339906261
URIAAL_R08367,5.672876026,6.449951317,5.932591885,5.377081874,5.349969239,6.170169661
URIAAL_R14541,7.610175408,6.920483895,6.673388818,6.842296563,6.142456428,7.096197213
URIAAL_R08363,9.810592854,11.04047165,9.685293713,9.538038305,10.14373166,10.06768391
URIAAL_R14452,4.363545172,4.363545172,4.363545172,5.66753605,4.790835485,4.363545172
URIAAL_R14456,8.292272547,5.873887852,7.854177934,7.046229039,6.446999968,7.087364347
URIAAL_R14451,4.363545172,4.946467387,4.363545172,4.926588771,4.363545172,5.115040819
URIAAL_R02907,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R02908,5.573906482,6.291774289,6.789864406,6.056538929,5.869891152,6.077714856
URIAAL_R14450,10.66062216,10.04317254,10.62889893,10.28357916,10.41476554,9.897816239
URIAAL_R02906,6.483722438,7.096642735,7.089034351,7.3811374,5.967976044,7.122361421
URIAAL_R14455,10.07815808,9.602362548,10.28881176,9.193666312,9.279964248,9.333757861
URIAAL_R14454,11.16049696,10.4661911,10.82232142,11.04754871,10.74653231,10.85482454
URIAAL_R02905,13.98770329,13.50299925,14.02290832,12.96516224,14.72553518,13.66419863
URIAAL_R14453,7.934821225,8.176145712,7.371669571,7.126717216,8.908336554,7.005208058
URIAAL_R02904,9.656786081,9.63520312,9.868645554,8.337755187,8.943469827,8.673164626
URIAAL_R04199,6.619058741,7.293250429,7.055026465,6.534466852,7.080607399,6.483555247
URIAAL_R05587,6.872102395,6.449951317,5.687429516,7.620059628,6.625322581,5.299767048
URIAAL_R05586,5.338961133,5.130859041,5.456495784,5.553567254,4.885923333,4.858662109
URIAAL_R14524,5.403613926,5.572825096,5.616246526,4.824231677,6.276912072,5.37823485
URIAAL_R08472,5.268971085,4.946467387,5.616246526,4.363545172,4.363545172,5.165669828
URIAAL_R06943,4.363545172,4.363545172,4.363545172,5.833548159,4.790835485,4.768462915
URIAAL_R06940,5.403613926,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R06942,4.363545172,4.86921915,4.363545172,6.153957941,5.098372679,4.363545172
URIAAL_R09955,7.347285126,6.419843411,7.343990144,7.92273222,7.009328125,7.277487723
URIAAL_R09954,7.777148002,6.64320192,7.247547603,7.877653259,6.877773649,7.246238935
URIAAL_R09952,9.634134502,9.499094863,8.37996815,9.45989754,9.292586784,9.211837022
URIAAL_R06939,11.30125853,10.84922903,11.60447597,11.92699258,11.50296927,11.52876003
URIAAL_R06949,9.920736999,10.1247009,10.22301301,9.939161453,9.94766533,10.91704889
URIAAL_R09949,11.53780614,11.72698708,11.90639928,11.99254266,11.86669604,11.66372127
URIAAL_R06938,7.359800495,6.64320192,7.343990144,6.742434429,8.169873387,7.624638455
URIAAL_R06948,4.363545172,4.656489436,5.004475073,4.363545172,4.885923333,4.768462915
URIAAL_R06947,5.805686801,5.773944293,5.262800844,5.326964755,6.079978634,6.03864687
URIAAL_R06937,9.669218098,8.813400566,9.644903238,8.10680637,9.243587351,10.26148923
URIAAL_R06945,7.14466314,6.69358209,7.306209841,7.010238322,7.030073796,6.758357974
URIAAL_R06946,4.363545172,4.363545172,4.818598514,4.363545172,4.363545172,4.934336631
URIAAL_R06944,4.363545172,5.319231539,4.919731905,4.824231677,4.363545172,4.768462915
URIAAL_R09951,4.891955851,4.777125374,5.145389309,5.469511828,4.965656574,5.060393588
URIAAL_R06941,4.363545172,5.5071585,5.456495784,4.363545172,4.666235093,5.257569707
URIAAL_R06950,9.008659281,9.422312443,8.103529256,9.370360932,8.440279339,6.976691922
URIAAL_R09953,12.29072098,13.58357711,12.08742013,12.96802386,13.01655504,12.91578006
URIAAL_R09956,7.456088093,7.50031513,6.88411236,6.666257463,5.610890998,7.922683522
URIAAL_R09950,7.159131035,6.373314806,5.206368921,6.28692339,5.432305026,6.352027664
URIAAL_R08477,4.363545172,4.363545172,4.363545172,5.273670624,5.209098481,4.934336631
URIAAL_R14949,5.106768862,4.946467387,5.411947784,5.770179009,4.965656574,5.000689288
URIAAL_R05521,11.39774404,11.51872403,11.21026887,11.14518166,11.51467678,11.77743475
URIAAL_R05522,8.361556821,8.72885378,8.641795156,8.60108311,7.702527714,9.53302179
URIAAL_R02926,9.781116827,9.24920167,9.759393707,9.395543602,10.25961258,8.895109574
URIAAL_R02928,7.359800495,7.722474918,6.947635824,7.688983461,8.591251915,8.361037397
URIAAL_R02927,14.06648582,14.39739704,13.94088733,13.53200916,15.26131223,13.74205617
URIAAL_R05523,10.42741821,10.86116972,10.55357761,12.78541192,10.98792024,10.39430668
URIAAL_R02929,6.7021339,5.540547154,6.803737763,7.362408379,6.84279664,7.381652614
URIAAL_R14348,7.28296808,7.54097211,6.972238932,7.92273222,7.148378663,7.122361421
URIAAL_R14417,7.701020765,6.8004354,6.817469786,7.92273222,7.30879872,7.005208058
URIAAL_R15569,5.99675992,6.464745811,5.578693395,7.343425077,5.919985035,5.720279544
URIAAL_R14418,8.572698118,8.197335655,7.905164569,9.337659812,8.428861777,8.646900116
URIAAL_R14352,5.463885147,5.276213501,5.078689628,6.004681015,6.221068499,5.516985098
URIAAL_R14342,5.624597821,5.276213501,5.145389309,5.66753605,4.363545172,4.934336631
URIAAL_R14845,14.40885187,14.01505337,14.61139133,16.20296038,15.22309201,14.9717032
URIAAL_R14351,4.363545172,4.363545172,5.004475073,5.01234472,4.363545172,5.000689288
URIAAL_R14345,4.363545172,4.363545172,4.919731905,5.154913227,4.363545172,5.060393588
URIAAL_R14880,9.206004596,7.293250429,8.119775618,9.262493092,6.911871644,7.478597306
URIAAL_R14346,5.403613926,5.230772573,6.775846581,4.824231677,4.666235093,5.771723865
URIAAL_R14349,8.609368322,8.404527512,8.462809576,9.962317008,8.455362573,9.007086344
URIAAL_R14350,10.39186891,9.082206567,9.829869076,9.673322473,8.940797542,10.30310072
URIAAL_R14412,9.517957391,9.30082171,8.652969461,9.673322473,9.547254329,9.296754911
URIAAL_R14411,5.846575098,6.655977202,6.747364442,5.702868692,6.582965508,6.288913891
URIAAL_R14344,12.33662057,12.30855082,12.28033488,11.99665909,12.07080098,12.06396974
URIAAL_R15065,4.363545172,4.777125374,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R14413,9.125234734,8.287010082,8.700410693,9.827575785,9.985707873,9.227653944
URIAAL_R14347,6.575480211,5.230772573,5.539660706,6.697252129,6.900600433,6.288913891
URIAAL_R14410,12.54512753,10.45397688,11.28440979,10.95133365,10.68249617,10.40650582
URIAAL_R14419,11.21490479,11.43199364,11.10531185,11.62731167,11.68096131,11.57271813
URIAAL_R14416,8.604186763,8.546475315,8.193238819,8.796207172,8.54267295,8.605064105
URIAAL_R14415,6.129823332,7.059403941,6.266148849,6.800401778,6.679768474,6.59021875
URIAAL_R14414,8.456701173,8.848546743,7.53531497,9.424748062,8.37434224,8.78708452
URIAAL_R10044,9.922814732,9.540964285,9.289871725,10.50993986,9.630782979,10.00945127
URIAAL_R10045,10.17894296,10.01017871,10.13564098,10.94204833,9.990877205,9.935595763
URIAAL_R14950,6.780336961,7.252815014,7.325227804,9.188434664,7.429680058,7.014583028
URIAAL_R02959,9.188827494,8.123968876,9.292252162,8.886269404,9.023939349,8.652778351
URIAAL_R10043,8.956813574,8.86712146,8.564989434,9.188434664,8.752441831,8.673164626
URIAAL_R02958,5.520473026,4.946467387,4.818598514,4.363545172,4.790835485,5.257569707
URIAAL_R12868,4.363545172,4.363545172,4.818598514,4.824231677,4.363545172,4.934336631
URIAAL_R12870,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R12867,4.363545172,4.363545172,4.363545172,4.824231677,4.363545172,4.363545172
URIAAL_R12869,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R12871,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R04018,11.16752071,11.02227162,11.78712212,11.05474594,12.0823449,11.46229256
URIAAL_R04022,4.891955851,5.182500828,5.078689628,4.926588771,6.036443225,5.257569707
URIAAL_R15405,4.891955851,5.276213501,5.578693395,6.222224296,5.643016455,5.37823485
URIAAL_R15406,4.738226096,5.276213501,4.363545172,5.154913227,4.885923333,4.363545172
URIAAL_R04019,6.435295496,4.946467387,5.365066786,6.106231894,5.035531377,5.63808552
URIAAL_R04023,7.786382595,8.101652705,7.207018448,7.522589377,8.128051139,6.688882465
URIAAL_R04020,12.38826196,12.06017482,12.8742793,12.15805921,12.82062958,12.18547976
URIAAL_R04088,9.910303169,10.2957875,11.49518884,10.59238092,11.79243675,10.94240326
